Title,Company,City,State,Description,Skills,Experience,Job URL
Business analyst - Data,Aurec Group,Melbourne,VIC,"Gather and define business requirements for data analytics projects
Utilize data analytics tools like Power BI, Tableau, Qlik
5+ years experience in data-driven projects, finance reporting background","C, Power BI, Qlik, R, Tableau",5,https://au.jora.com/job/Business-analyst-Data-334ec4c047fc8fda82a42a944279457e
Cert III Room Assistant,Mark Kramer Agency Account,Sydney,NSW,"Translate technical concepts into business concepts for stakeholders
Manage project stakeholders, train data community, and chair user group
5+ years experience in Business and technical Analyst roles required","C, R",5,https://au.jora.com/job/Room-Assistant-a13d8d7c84620a12e4badb6836af391a
Health & Safety Data Analyst,CPB Contractors,Melbourne,VIC,"Analyze health and safety data, trends, and provide predictive advice
Create dynamic dashboards and reports for stakeholders and end users
Automate data collection, transformation, and reporting with tools.","C, R",,https://au.jora.com/job/Data-Analyst-82e97f6ab17066340599b3218ee9f6aa
Data Analyst/Data Scientist,Randstad,Brisbane,QLD,"Develop and maintain corporate information systems for decision-making
Ensure data accuracy, reliability, and security for reporting purposes
Technical skills in Python/R, Power BI, SQL required","C, Power BI, Python, R, SQL",,https://au.jora.com/job/Data-Scientist-cd0492586cb1190d0a55e1fc37a234a8
Data Analyst & Business Intelligence Specialist,Jono & Johno,Delacombe,VIC,"Optimise data pipelines for e-commerce and retail operations
Develop interactive dashboards for forecasting and inventory management
Collaborate on system integration with technical and marketing teams","C, R",,https://au.jora.com/job/Business-Intelligence-Specialist-7172882ba9be3ac68d939a2cf6070c75
Technical Data Analyst,Genesis Recruitment Solutions,Sydney CBD,NSW,"Perform data analysis, cleansing, extraction, exploration, and visualization
5+ years experience in SQL, Alteryx Designer, Oracle, SQL Server
Bachelor's degree in computer science or related field required","Alteryx, C, Oracle, R, SQL, SQL Server",5,https://au.jora.com/job/Technical-Data-Analyst-7cc137d61b7ce7976c53ff39415583ad
Football Analysis Coordinator,AFL - Australian Football League,Melbourne,VIC,"Manage AFL Game Analysis Student program and reporting suite
Deliver key Football analysis reports to AFL leadership
Proficient in SportsCode, data translation, and visualisation tools","C, R, leadership",,https://au.jora.com/job/Coordinator-757efd8f2fed955f10db61ccf2fc7d5b
Data Governance Analyst / Data Steward,Mane Consulting,Sydney,NSW,"Lead data governance, stewardship, and risk management initiatives
Collaborate with project teams to ensure data quality consistency
Finance/treasury experience preferred; strong communication skills","C, Go, R, communication, initiative",,https://au.jora.com/job/Data-Governance-Analyst-0db252f4a9ee693589ba6311175aae19
Reporting and Data Analyst,Seven West Media,Sydney,NSW,"Develop, maintain, and analyze reports within Workday platform
Collaborate with Integrations Lead, design user-friendly Workday reports
5+ years' experience in data reporting, data testing, managing data flows","C, R",5,https://au.jora.com/job/Data-Analyst-c2f970674484578f1b7b683d41bb45bb
Junior Data Analyst,Vaanam Technologies,Brisbane,QLD,"Support data management, analysis, and automation efforts
Process data using Excel, Access, and develop Python scripts
Bachelor's degree in CS, IT, Mathematics or related field","C, Excel, Python, R",,https://au.jora.com/job/Data-Analyst-6432b128180281a229a9859c5e34329b
Senior Data Analyst,Robert Walters,Canberra,ACT,"Lead and manage data projects, develop Power BI reports
Liaise with stakeholders, develop SQL queries, ensure data integrity
Expertise in SQL, DAX, PowerQuery M, Power BI required","C, DAX, Power BI, R, SQL",,https://au.jora.com/job/Data-Analyst-b3efeb2f6a1f786432f6f69761b51e05
Junior Data Analyst,Vaanam Technologies,Canberra,ACT,"Bachelor's degree in Computer Science, Mathematics, or Statistics required
1+ years experience in data analysis and visualization tools
Proficiency in SQL, Excel, Python, Tableau or Power BI","C, Excel, Power BI, Python, R, SQL, Tableau",1,https://au.jora.com/job/Data-Analyst-d27aaa783ad6aa601a96c88f29235fe7
Data & Analytics Officer,City of Karratha,Karratha,WA,"Utilize data for informed decision-making and strategic planning
Implement data analytics tools and technologies for organizational improvement
Contribute to creating a sustainable and thriving community through data","C, R",,https://au.jora.com/job/Data-Analytics-Officer-e09e26e285bd48d78853b61ee0f0929f
Media Data Scientist,CARAT,Sydney,NSW,"Transform data into real-time insights for client's CX and marketing
Proficiency in Python, SQL, Google Analytics, and data visualization tools
Experience in media analytics, digital marketing, and data science","C, Git, Go, Python, R, SQL",,https://au.jora.com/job/Data-Scientist-13ee8e1932db1fd9f459689e6758a3e0
Intelligence/Data Analysts,Kirra Services,Canberra,ACT,You can’t apply as it’s expired.,"C, R",,https://au.jora.com/job/Data-Analyst-e515401ce81edbb7abd310ec1caddad9
Sales Data Analyst,TMGM,Sydney,NSW,"Drive data-informed decision-making and operational efficiency in sales team
Collect, clean, and analyze large datasets for actionable insights
Bachelor's degree, Excel, Python, bilingual Mandarin-English preferred","C, Excel, Python, R",,https://au.jora.com/job/Sales-Data-Analyst-4e2edbb47ebd4e582b320f764b545c6f
Principal Project Officer-Clinical Audit and Data Analyst,Queensland Government,Brisbane,QLD,"Develop, implement, and maintain systems for program process measures
Manage collection, analysis, and reporting of performance measures
Engage with stakeholders, report contributions, prioritize management","C, R",,https://au.jora.com/job/Project-Officer-b26d9d139259397486acc5c2921e8c1c
Power BI Analyst,Perigon Group,Brisbane,QLD,"Develop and refine Power BI dashboards for cross-functional reporting
Clean, structure, and integrate financial and operational data
Collaborate with finance, operations, and commercial teams for insights","C, Power BI, R",,https://au.jora.com/job/Power-BI-Analyst-c6aaec5068e81262fb9d4c5f345a6043
Senior Marketing Data Analyst,The Good Crowd Pty Ltd,Darlinghurst,NSW,"Design and deliver data solutions aligning with marketing goals
Develop analytics architecture across platforms with automation.
Translate complex data into actionable insights for teams and clients","C, Go, R",,https://au.jora.com/job/Marketing-Data-Analyst-b2409e6e53ae55efef471d8b64321e4d
Business Intelligence Analyst,Chandler Macleod Group,Melbourne,VIC,"Collaborate with key business areas in developing consumable reports
Utilize data for insights and recommendations for performance improvements
Advanced Excel skills, SAS, Salesforce analytical tools experience required","C, Excel, R, SAS, Salesforce",,https://au.jora.com/job/Business-Intelligence-Analyst-7a472ae124b007e5f4e1e92b1bcb7d59
Lead Data Analyst,Cashrewards,Sydney,NSW,"Lead team of analysts in data analysis and visualization
Partner with various business units to provide data-driven insights
Extensive experience with Power BI, DAX, and SQL required","C, DAX, Power BI, R, SQL",,https://au.jora.com/job/Data-Analyst-b804e39e9258808e869b2b109089cee0
BI Developer,Ambulance Victoria,Blackburn North,VIC,"Develop complex reports, dashboards, and analysis for AV operations
Experience in data warehouse, business intelligence, and large data sets
Degree or certification with product development experience required.","C, R",,https://au.jora.com/job/BI-Developer-f444648f6795fc6c07f5b62837afc5f2
Lead Data Business Intelligence Analyst,Recruitment Hive,Canberra,ACT,"Design, analyze, and deliver trusted data insights
Maintain Power BI & SharePoint reporting, drive improvements
Experience in Agile, SQL, Python, and portfolio/program governance","Agile, C, Go, Power BI, Python, R, SQL",,https://au.jora.com/job/Business-Intelligence-Analyst-9fcfedc0fd6af96d7aba41d38fc97cf8
Performance Analyst,Suncorp,Brisbane,QLD,"Support reporting, analytics, and data governance for insurance functions
Lead design of productivity tools and drive process efficiency
3+ years experience in financial services, Tableau/Power BI proficiency","C, Go, Power BI, R, Tableau",3,https://au.jora.com/job/Performance-Analyst-0667f979579fbd3e3ca4a38ba7d7eccd
Data Analyst,Data#3,Sydney CBD,NSW,"Analyze and process large datasets for cloud cost analysis
Create governance frameworks, policies, and automated processes for compliance
Experience with AWS, SQL, ETL processes, and data visualisation tools","AWS, C, ETL, Go, R, SQL",,https://au.jora.com/job/Data-Analyst-efc1e5017308780a0d66556e34e163a7
Business Intelligence Analyst,Chandler Macleod Group,Newcastle,NSW,"Collaborate with key business areas to develop consumable reports
Utilize data analytics for performance insights and recommendations
Experience in project management within a large organisation required","C, R",,https://au.jora.com/job/Business-Intelligence-Analyst-76723090d7a328bdc2d0ac95ab72d3d6
Business Analyst,Purple Patch Consulting,Sydney,NSW,"Analyze data patterns and correlations for business problem-solving
Perform statistical analysis on CDM data platform
Utilize technologies like Hortonworks Data Platform, Hive, and Power BI","C, Hive, Power BI, R",,https://au.jora.com/job/Business-Analyst-e528cbbffb397ea759616d263606cac8
Business Analyst (Data),People's Choice Credit Union,South,Australia,"End-to-end ownership of requirements and user stories
Leading data governance efforts and implementing data quality rules
Collaborating with stakeholders to facilitate new initiatives and delivery","C, Go, R, initiative",,https://au.jora.com/job/Business-Analyst-Data-c76e0e166e0d275df4082ae36e53d98c
Data Analytics Specialist,Hays Recruitment,Sydney,NSW,"5+ years HRIS data analyst experience with data migration expertise
Proficiency in SQL, ETL, reporting tools like Tableau or Power BI
Strong knowledge of HRIS platforms like Workday, SuccessFactors, Oracle HCM","C, ETL, Oracle, Power BI, R, SQL, Tableau",5,https://au.jora.com/job/Data-Analytics-Specialist-52fda873c68ea5669ffa27f54ae667d8
Data Analyst (Intern),Transvirtual,Sydney,NSW,"Support leadership team with data-driven insights for decision-making
Create visualisations, reports, and dashboards to enhance business performance
Collaborate with cross-functional teams and senior stakeholders effectively","C, R, leadership",,https://au.jora.com/job/Data-Analyst-902a27fae0c3c968764a6ce83ae14f98
Senior Data Analyst - Finance,NAB,Sydney,NSW,"Develop data requirements and dynamic dashboards for internal stakeholders
Strong analytical skills and ability to extract key concepts
Tertiary qualification in science/engineering/data science preferred","C, R, analytical skills",,https://au.jora.com/job/Senior-Data-Analyst-0e0824151c5792481324bc78538df932
Data Analyst,Investa Property Group,Sydney,NSW,"Hands-on experience with SQL, data pipelines, and analytical cubes
Degree in data science, 1-2 years data analytics experience
Exposure to Power BI, Databricks, Azure; proactive problem-solver","Azure, C, DataBricks, Power BI, R, SQL",2,https://au.jora.com/job/Data-Analyst-8ed5a651caa004e578b9d80e6581dfff
Analyst,Sydney Water,Parramatta,NSW,"Develop dashboards and reports using BI tools like Power BI
Experience in data management, analytics, and business intelligence processes
Strong communication, visualization, and project management skills required","C, Power BI, R, communication",,https://au.jora.com/job/Analyst-901a76d5db593c36cc8278a31786b109
Temporary Employment Register (2024 - 2025),Australian Institute of Health & Welfare,Sydney,NSW,"Provide data analysis and technical writing support to various units
Skills in statistical work and database manipulation using R, Python, SAS
Seeking applicants from diverse backgrounds including statistics, economics, IT","C, Python, R, SAS",,https://au.jora.com/job/Temporary-Employment-Register-f797e00677de6bbdef32979c20fcf4a6
Business Insights Analyst,Randstad,Sydney CBD,NSW,"Analyze sales & market data for key insights
Build powerful business models from big data
Business, Stats, Marketing degree & 1+ year analytics experience","C, R",1,https://au.jora.com/job/Business-Insights-Analyst-fd503b4d1ce080fb3ad6235943449c0e
Graduate Officer - Data Analytics and Information Management,WA Health,Western,Australia,"18-month structured program with three rotations across WA Health
Contribute to strategic vision and operational future of health system
Recent degree completion and citizenship required for eligibility.","C, R",,https://au.jora.com/job/Graduate-Officer-c2ae6bdb78e366899c93f897a34753c8
